BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
2587,10,AL LAIS NATIONAL POLYCLINIC,WESTERN,AL LAIS,OLD MADINAH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-7423446,017-7424031,اللث,الغربة,مجمع عادات اللث المتكامل الطبي
5465,1,PRINCE MOHAMMAD BIN ABDULAZIZ HOSPITAL NATIONAL GUARD,WESTERN,MADINA,ESKAN,HOSPITAL,√,−,−,−,−,−,−,−,−,−,011-8018787,011-2521752,المدنة,الغربة,مستشفى امر محمد بن عبدالعزز
712,2,SAUDI GERMAN HOSPITAL (MADINA),WESTERN,MADINA,ABYAR ALI DISTRICT,HOSPITAL,√,√,−,−,−,−,−,−,−,−,014-8406000,014-8407000,المدنة,الغربة,مستشفى السعودي الماني
4499,4,KING FAHAD HOSPITAL-MADINA,WESTERN,MADINA,UNIVERSITY ROAD,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8463080,014-8461160,المدنة,الغربة,مستشفى الملك فھد بالمدنة المنورة
4497,4,OHOD GENERAL HOSPITAL-MADINA,WESTERN,MADINA,AOHD,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8300868,014-8300016,المدنة,الغربة,مستشفى احد العام
4498,4,MATERNITY & CHILDREN HOSPITAL-MADINA,WESTERN,MADINA,MAHZUZ,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8499500,014-8640951,المدنة,الغربة,مستشفى الودة واطفال
4496,4,MADINA CARDIAC CENTER,WESTERN,MADINA,UNIVERSITY,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8550481,014-8551695,المدنة,الغربة,مركز امراض وجراحة القلب
5347,4,AL MEEQAT GENERAL HOSPITAL - MOH,WESTERN,MADINA,OMM KHALID,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8401682,014-8404635,المدنة,الغربة,مستشفى المقات العام
128,6,MADINA NATIONAL HOSPITRAL,WESTERN,MADINA,ALHEZAM ALKHDAR,HOSPITAL,√,√,√,√,√,√,−,−,−,−,014-8444444,014-8442706,المدنة,الغربة,مستشفى  المدنة الوطني
566,4,AL MOUWASAT HOSPITAL (MADINA),WESTERN,MADINA,MADINA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8422211,014-8423420,المدنة,الغربة,مستشفى المواساة
964,6,AL HAYAH NATIONAL HOSPITAL (AL DAR PREV.),WESTERN,MADINA,MADINA,HOSPITAL,√,√,√,√,√,√,−,−,−,−,014-8677777,014-8677500,المدنة,الغربة,مستشفى الحاة الوطني الدار سابقا
5154,10,UNITED CLINICS MEDICAL COMPLEX,WESTERN,MADINA,AL MEHAN,CLINIC,√,√,√,√,√,√,√,√,√,√,920004360,014-8440894,المدنة,الغربة,مجمع العادات المتحدة الطبي العام
5176,10,ROOH AL SHIFA MEDICAL COMPLEX,WESTERN,MADINA,AL KHATAM,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8690561,014-8690561,المدنة,الغربة,مجمع روح الشفاء الطبي العام
1807,6,ROUYA OPTICAL CENTER (SAYYID AL SHOUHADA),WESTERN,MADINA,AL MUSTRAH,CENTER,√,√,√,√,√,√,−,−,−,−,014-8372072,014-8306299,المدنة,الغربة,مركز رؤا للبصرات
2187,6,ROUYA OPTICAL CENTER (AL KHALEDIAH),WESTERN,MADINA,ALKHAIDEYH DISTRICT,CENTER,√,√,√,√,√,√,−,−,−,−,014-8648778,014-8303293,المدنة,الغربة,مركز رؤا للبصرات (الخالدة)
1266,8,DR HAMID AL AHMADI HOSPITAL,WESTERN,MADINA,MADINA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,014-8363332,014-8362996,المدنة,الغربة,مستشفى  الدكتور حامد سلمان احمدي
552,8,AL ZAHRAA HOSPITAL (MADINA),WESTERN,MADINA,MADINA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,014-8488808,014-8487995,المدنة,الغربة,مستشفى الزھراء
3564,6,BASMAT ALFARABI DENTAL CENTER,WESTERN,MADINA,ALDOIMA,CENTER,√,√,√,√,√,√,−,−,−,−,014-8666640,014-8666004,المدنة,الغربة,مجمع عادات بسمة الفارابي لطب اسنان -
2052,6,AL ANDALUS DENTAL CENTER (MADINA),WESTERN,MADINA,SULTANA AREA,CENTER,√,√,√,√,√,√,−,−,−,−,014-8151444,014-8283848,المدنة,الغربة,مستوصف اندلس لطب اسنان (المدنة المنورة)
3565,6,AL FARABI OPTICAL CENTER C,WESTERN,MADINA,ALMOSTARAAH,CENTER,√,√,√,√,√,√,−,−,−,−,014-48254900,014-8237400,المدنة,الغربة,مركز الفارابي للنظارات فئة (ج)
5145,10,DAMA MEDICAL CENTER,WESTERN,MADINA,AL HUHADA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8367000,014-8367333,المدنة,الغربة,مجمع داما الطبي العام
5516,8,TERYAQ ALHAYAH MEDICAL CENTER,WESTERN,MADINA,MADINA,CLINIC,√,√,√,√,√,√,√,√,−,−,014-8456810,014-8456810,المدنة,الغربة,مجمع تراق الحاة الطبي العام
2817,9,HUSSAM OPTICS - MADINA INTERNATIONAL MARKET,WESTERN,MADINA,AL MADINA SOUQ,CENTER,√,√,√,√,√,√,√,√,√,−,014-8228726,012-6606675,المدنة,الغربة,حسام للنظارات - سوق المدنة الدولي
2722,9,RAWAAT AL MAHA OPTICALS - AL MADINA,WESTERN,MADINA,AL RAYAH,CENTER,√,√,√,√,√,√,√,√,√,−,014-8221545,011-2374525,المدنة,الغربة,روعة المھا للبصرات -المدنة المنورة
2876,9,TELESCOPE OPTICAL-HAZAM BRANCH,WESTERN,MADINA,AL HEZAM,CENTER,√,√,√,√,√,√,√,√,√,−,014-8444477,014-8225577,المدنة,الغربة,تلسكوب للبصرات - فرع الحزام
2877,9,TELESCOPE OPTICAL-QURBAN BRANCH,WESTERN,MADINA,QURBAN,CENTER,√,√,√,√,√,√,√,√,√,−,014-8230000,014-8225577,المدنة,الغربة,تلسكوب للبصرات - فرع قربان
2875,9,TELESCOPE OPTICAL-SULTANA BRANCH,WESTERN,MADINA,SULTANA DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-8470555,014-8225577,المدنة,الغربة,تلسكوب للبصرات - فرع سلطانة
2922,9,AL ANSARI OPTICAL-ALMADINAH,WESTERN,MADINA,SULTANA DISTRICT,CENTER,√,√,√,√,√,√,√,√,√,−,014-8452743,014-8454856,المدنة,الغربة,انصاري للبصرات - المدنة
4315,10,AQEEQ MEDICAL CENTER,WESTERN,MADINA,AL SHURAYBAT,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8645511,014-8647711,المدنة,الغربة,مجمع العقق الطبي
5429,10,AQEEQ MEDICAL CENTER - 2,WESTERN,MADINA,MADINA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8444027,014-8481145,المدنة,الغربة,مجمع العقق الطبي - 2
628,10,BAKKARI POLYCLINIC,WESTERN,MADINA,AL HEJRAH,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8390857,014-8390629,المدنة,الغربة,مجمع عادات البكاري الطبة
4565,10,DAR AL SALAM POLYCLINIC,WESTERN,MADINA,MADINA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8231848,014-8232180,المدنة,الغربة,مجمع دار السم الطبي العام
2028,9,AL ABEER MEDICAL COMPLEX (MADINA),WESTERN,MADINA,AL NASIR DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,014-8268664,012-6573001,المدنة,الغربة,مجمع عادات شركة العبر العالمة الطبة
2064,10,WAHAT AL SHIFA COMPLEX,WESTERN,MADINA,MADINA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8288202,014-8288089,المدنة,الغربة,مجمع عادات واحة الشفاء الطبي
5177,10,WAHAT AL SHIFA POLYCLINIC - 2,WESTERN,MADINA,AL NASR,CLINIC,√,√,√,√,√,√,√,√,√,√,014-8230888,014-8231888,المدنة,الغربة,مجمع واحة الشفاء الطبي العام - 2
5289,4,AL MAHD GENERAL HOSPITAL,WESTERN,MAHD ALZHAHAB,MAHD AL ZHAHB,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8680506,014-8681727,مھد الذھب,الغربة,مستشفى المھد العام
4500,4,PRINCE ABDULMOHSIN HOSPITAL-OLA,WESTERN,OLAA,AL AZIZIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,014-8840182,014-8840182,الع,الغربة,مستشفى امر عبدالمحسن بالع
4686,6,ROUYA OPTICAL CENTER (AL OLAA),WESTERN,OLAA,AL OLAA,CENTER,√,√,√,√,√,√,−,−,−,−,014-8842255,014-8363996,الع,الغربة,مركز رؤا للبصرات - الع
5522,10,NAKAA MEDICAL POLYCLINIC,WESTERN,OLAA,AL OLAA,cliNIC,√,√,√,√,√,√,√,√,√,√,014-8840006,014-8840006,الع,الغربة,مجمع نقاء الطبي العام
1929,10,AL NOUR POLYCLINIC (BADER),WESTERN,BADR,BADR AL SHUHADA,CLINIC,√,√,√,√,√,√,√,√,√,√,014-3324541,014-3324401,بدر,الغربة,مجمع عادات النور الطبي (منطقة بدر)
2163,9,AL HANAKIA PRIVATE CLINIC,WESTERN,AL HANAKIA,ALHANAKEA,CLINIC,√,√,√,√,√,√,√,√,√,−,014-8620893,014-8621485,الحناكة,الغربة,مجمع عادات الحناكة الطبي
100,2,ABHA PRIVATE HOSPITAL,SOUTHERN,ABHA,ALKHAIDEYH DISTRICT,HOSPITAL,√,√,−,−,−,−,−,−,−,−,017-2292222,017-2241260,ابھا,الجنوبة,مستشفى ابھا الخاص
4641,4,ASEER CENTRAL HOSPITAL,SOUTHERN,ABHA,ABHA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2251155,017-2251155,ابھا,الجنوبة,مستشفى عسر المركزي
5284,4,ABHA MATERNITY AND CHILDREN HOSPITAL,SOUTHERN,ABHA,AL MAHALAH,HOSPITAL,√,√,√,√,R,R,R,R,R,R,017-2257575,017-2240726,ابھا,الجنوبة,مستشفى ابھا للودة واطفال
5433,4,PRINCE FAISAL BIN K. CARDIAC HOSPITAL,SOUTHERN,ABHA,ABHA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2281633,017-2281633,ابھا,الجنوبة,مركز امر فصل بن خالد لطب وجراحة القلب
299,6,GHASSAN NAJEEB PHAROAN HOSPITAL (ABHA),SOUTHERN,ABHA,KHAMIS MUSHAYT,HOSPITAL,√,√,√,√,√,√,R,R,R,R,017-2200002,017-2222739,ابھا,الجنوبة,مستشفى غسان نجب فرعون
5540,6,SHAMASAN MEDICAL WORKS COMPLEX,SOUTHERN,ABHA,ABHA,CLINIC,√,√,√,√,√,√,−,−,−,−,017-2296373,-,ابھا,الجنوبة,مجمع شمسان الطبي
2879,9,FARZA OPTICS - ABHA,SOUTHERN,ABHA,AL DABAB,CENTER,√,√,√,√,√,√,√,√,√,−,017-2243634,017-2250919,ابھا,الجنوبة,محل فرزة للنظارات -ابھا
2895,9,INT'L OPTICS HOUSE - ABHA,SOUTHERN,ABHA,SOUQ AL QUBA,CENTER,√,√,√,√,√,√,√,√,√,−,017-2260539,017-2250919,ابھا,الجنوبة,بت النظارات الدولي -ابھا
1011,10,AL THIMAL MEDICAL CENTRE (ABHA),SOUTHERN,ABHA,HIZAM DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2316666,017-2291212,ابھا,الجنوبة,مجمع عادات الثمال الطبھ (أبھا)
1026,10,AL ARKAN POLYCLINIC,SOUTHERN,ABHA,ALNOMEIS DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2282727,017-2245561,ابھا,الجنوبة,مجمع اركان الطبي
2206,10,AL NOMAIS POLYCLINIC,SOUTHERN,ABHA,ALMOWAZAFIN DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2272192,017-2253355,ابھا,الجنوبة,مجمع النمص الطبي
5285,10,AL NOMAIS POLYCLINIC - ALBADIE,SOUTHERN,ABHA,AL BADIE,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2253555,017-2278884,ابھا,الجنوبة,مجمع النمص الطبي  - حي البدع
5343,10,HAMZAH JEADAN AL AMRI POLYCLINIC,SOUTHERN,ABHA,AL MANSEK,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2261600,017-2222247,ابھا,الجنوبة,مجمع حمزة جعدان العمري الطبي العام
4518,4,KHAMIS MUSHAIT HOSPITAL,SOUTHERN,KHAMIS M,ALSHIFA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2371919,017-2237021,خمس مشط,الجنوبة,مستشفى خمس مشط المدني
4519,4,MATERNITY & CHILDREN HOSPITAL-KHAMIS,SOUTHERN,KHAMIS M,AL SINAIYAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2231107,017-2213018,خمس مشط,الجنوبة,مستشفى خمس مشط للودة واطفال
544,2,SAUDI GERMAN HOSPITAL (KHAMIS),SOUTHERN,KHAMIS M,HUSAM DISTRICT,HOSPITAL,√,√,−,−,−,−,−,−,−,−,017-2355000,017-2354431,خمس مشط,الجنوبة,مستشفى السعودي الماني
2286,6,AL SHIFA CLINIC,SOUTHERN,KHAMIS M,AL DUBAT,CLINIC,√,√,√,√,√,√,−,−,−,−,017-2233348,017-2237798,خمس مشط,الجنوبة,مجمع شفاء الجنوب الطبي الطبي
5366,6,BIN RUSHD OPHTHALMIC CENTER -4,SOUTHERN,KHAMIS M,KHAMIS M,CENTER,√,√,√,√,√,√,−,−,−,−,920000181,017-2331308,خمس مشط,الجنوبة,مركز بن رشد لطب العون وجراحة الوم الواحد
916,6,AL HAYAT NATIONAL HOSPITAL (ABHA),SOUTHERN,KHAMIS M,RIYADH ROAD,HOSPITAL,√,√,√,√,√,√,R,R,R,R,017-2334444,017-2351414,خمس مشط,الجنوبة,مستشفى الحاة اھلي
94,8,AL AHLY HOSPITAL (KHAMIS),SOUTHERN,KHAMIS M,HAMEELAH DISTRICT,HOSPITAL,√,√,√,√,√,√,√,√,R,R,017-2350000,017-2220460,خمس مشط,الجنوبة,مستشفى اھلي
4848,8,TADAWI MEDICAL CENTER,SOUTHERN,KHAMIS M,AL MOSA,CLINIC,√,√,√,√,√,√,√,√,−,−,017-2680000,017-2650000,خمس مشط,الجنوبة,مجمع تداوي التخصصي الطبي
3667,8,MUSTASHARAK HOSPITAL,SOUTHERN,KHAMIS M,KHAMIS M,HOSPITAL,√,√,√,√,√,√,√,√,R,R,017-2200006,017-2200004,خمس مشط,الجنوبة,مستشفى مستشارك
5332,8,KHALDIA KHAMIS MEDICAL CENTER,SOUTHERN,KHAMIS M,KHALIDIYAH,CLINIC,√,√,√,√,√,√,√,√,−,−,017-2351624,017-2351627,خمس مشط,الجنوبة,مجمع الخالدة الطبي - خمس مشط
5352,8,WASNI MEDICAL COMPLEX - KHAMIS MUSHAIT,SOUTHERN,KHAMIS M,AL RAQI,CLINIC,√,√,√,√,√,√,√,√,−,−,017-2741000,017-2202588,خمس مشط,الجنوبة,مجمع عادات واسني الطبي - خمس مشط
2724,9,RAWAAT AL MAHA OPTICALS - KHAMIS MUSHAIT 2,SOUTHERN,KHAMIS M,KING KHALID R,CENTER,√,√,√,√,√,√,√,√,√,−,017-2201342,011-2374525,خمس مشط,الجنوبة,روعة المھا للبصرات -خمس مشط 2
2893,9,FARZA OPTICS - KHMIS MUSHAYT,SOUTHERN,KHAMIS M,KHAMIS MUSHAIT,CENTER,√,√,√,√,√,√,√,√,√,−,017-2239780,017-2250919,خمس مشط,الجنوبة,محل فرزة للنظارات -خمس مشط
2905,9,CASTLE OPTICS - KHMIS MUSHAYT,SOUTHERN,KHAMIS M,SOUQ AL JAMIYAH,CENTER,√,√,√,√,√,√,√,√,√,−,017-2373564,017-2250919,خمس مشط,الجنوبة,قلعة البصرات للنظارات -خمس مشط
2906,9,FARZA OPTICS 2 -KHMIS MUSHAYT,SOUTHERN,KHAMIS M,KHAMIS MUSHAIT,CENTER,√,√,√,√,√,√,√,√,√,−,017-2373564,017-2250919,خمس مشط,الجنوبة,محل فرزة للنظارات 2 -خمس مشط
2912,9,INT'L OPTICS HOUSE 2 - KHAMIS MUSHAYT,SOUTHERN,KHAMIS M,KING KHALID R,CENTER,√,√,√,√,√,√,√,√,√,−,017-2570394,017-2250919,خمس مشط,الجنوبة,بت النظارات الدولي -خمس مشط
5350,8,WASNI MEDICAL COMPLEX - KHIBER ALJANOUP,SOUTHERN,KHAMIS M,KHAMIS M,CLINIC,√,√,√,√,√,√,√,√,−,−,017-2692212,017-2692111,خمس مشط,الجنوبة,مجمع عادات واسني الطبي - خبر الجنوب
5351,8,WASNI MEDICAL COMPLEX - WADI BIN HASHBAL,SOUTHERN,KHAMIS M,KHAMIS M,CLINIC,√,√,√,√,√,√,√,√,−,−,017-2214925,017-2214925,خمس مشط,الجنوبة,مجمع عادات واسني الطبي - وادي بن ھشبل
4316,10,SHIFA AL KHAMIS MEDICAL COMPLEX,SOUTHERN,KHAMIS M,ALKHAIDEYH DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2374233,017-2373231,خمس مشط,الجنوبة,مجمع عادات شفاء الخمس
2153,10,MY CARE MEDICAL POLYCLINIC,SOUTHERN,KHAMIS M,AL KHALEDEYA DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2212010,017-2207772,خمس مشط,الجنوبة,مجمع عادات رعاتي للخدمات الطبة
3127,10,AL THIMAL MEDICAL CENTRE (KHAMIS),SOUTHERN,KHAMIS M,HIZAM DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2226666,017-2221425,خمس مشط,الجنوبة,مجمع عادات الثمال الطبة 2 (خمس مشط)
1976,10,AL HUSSAM POLYCLINIC,SOUTHERN,KHAMIS M,HAM,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2507777,017-2507877,خمس مشط,الجنوبة,مجمع الحسام الطبي (خمس مشط)
659,9,AL SHAMIL FAMILY POLYCLINIC,SOUTHERN,KHAMIS M,OM ASRAR DISTRICT,CLINIC,√,√,√,√,√,√,√,√,√,−,017-2228800,017-2209966,خمس مشط,الجنوبة,مجمع عادات اسرة الشامل
5286,10,AL NOMAIS POLYCLINIC - KHAMIS.M,SOUTHERN,KHAMIS M,SHABAH,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2231999,017-2234429,خمس مشط,الجنوبة,مجمع عادات النمص الطبي - خمس مشط
5287,10,AL NOMAIS POLYCLINIC - WADI BIN HASHBAL,SOUTHERN,KHAMIS M,ADI BIN HASHBAL,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2641616,017-2641722,خمس مشط,الجنوبة,مجمع عادات النمص الطبي - وادي بن ھشبل
5406,4,RJAL ALMAA GENERAL HOSPITAL - MOH,SOUTHERN,RJAL ALMAA,RJAL ALMAA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2580019,017-2581151,رجال المع,الجنوبة,مستشفى رجال المع العام
1732,4,SARAT ABIADAH HOSPITAL (MOH),SOUTHERN,SARAT ABEDA,AL SHIFA,HOSPITAL,√,√,√,√,−,−,−,−,−,−,011-4050714,017-2296911,سراة عبده,الجنوبة,مستشفى سراة عبد (وزارة الصحة )
4560,9,DERYAG MEDICAL COMPLEX - SARAT ABEDA ( FUTURE VISIONS PREV.),SOUTHERN,SARAT ABEDA,SARAT ABEDAH,CLINIC,√,√,√,√,√,√,√,√,√,−,017-2591828,017-2594939,سراة عبده,الجنوبة,مجمع دراق الطبي- سراه عبدة ( روئ المستقبل سابقا)
5336,4,AHAD RUFAIDA GENERAL HOSPITAL,SOUTHERN,AHAD RUFAIDA,WAROD,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2508969,017-2508473,احد رفدة,الجنوبة,مستشفى احد رفدة العام
301,10,AL HARAMAIN POLYCLINIC,SOUTHERN,AHAD RUFAIDA,AHAD RUFAIDA,CLINIC,√,√,√,√,√,√,√,√,√,√,017-2507877,017-2507033,احد رفدة,الجنوبة,مجمع  الحرمن الطبي
4328,9,SAEED AL WADEI MEDICAL COMPLEX,SOUTHERN,DHARAN AL JANOOB,DHARAN AL JANOOB,CLINIC,√,√,√,√,√,√,√,√,√,−,017-2551829,017-2551244,ظھران الجنوب,الجنوبة,مجمع عادات سعد الوادعي الطبي
5025,4,DHAHRAN AL JANOOB GENERAL HOSPITAL,SOUTHERN,DHARAN AL JANOOB,AL ISKAN,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2553810,017-2550332,ظھران الجنوب,الجنوبة,مستشفى ظھران الجنوب العام
5024,4,AL NAMAS GENERAL HOSPITAL,SOUTHERN,AL NAMAS,AL NAMAS,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-2830441,017-2831402,النماص,الغربة,مستشفى النماص العام
4552,4,KING FAHAD CENTRAL HOSPITAL,SOUTHERN,JAZAN,KING FAHAD,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-3250717,017-3250318,جازان,الجنوبة,مستشفى الملك فھد المركزي
4554,4,PRINCE MOHAMMED BIN NASSER HOSPTIAL,SOUTHERN,JAZAN,AL SHWAJRAH,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-3238007,017-3312001,جازان,الجنوبة,مستشفى امر محمد بن ناصر
4553,4,FARASAN GENERAL HOSPITAL,SOUTHERN,JAZAN,MAIN ST.,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-3161101,017-3161101,جازان,الجنوبة,مستشفى فرسان العام
5404,4,DAMAD GENERAL HOSPITAL - MOH,SOUTHERN,JAZAN,JAZAN,HOSPITAL,√,√,√,√,−,−,−,−,−,−,017-3132519,017-3131136,جازان,الجنوبة,مستشفى ضمد العام
1632,6,SARH AL TAWFIQ POLYCLINIC,SOUTHERN,JAZAN,NORTH DISTRICT,CLINIC,√,√,√,√,√,√,−,−,−,−,017-3425014,017-3425015,جازان,الجنوبة,مجمع صرح التوفق الطبي
2222,6,AL HAYAT NATIONAL HOSPITAL (JAZAN),SOUTHERN,JAZAN,NORTH,HOSPITAL,√,√,√,√,√,√,−,−,−,−,017-2334444,017-2332222,جازان,الجنوبة,مستشفى الحاه (جازان)
3512,8,AL EMEIS HOSPITAL - JIZAN,SOUTHERN,JAZAN,SABYA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,017-3226320,017-3237931,جازان,الجنوبة,مستشفى العمس - جازان
4691,8,AL HAYAT SPECIALIZED CLINIC - JAZAN,SOUTHERN,JAZAN,AL WASAT,CLINIC,√,√,√,√,√,√,√,√,−,−,017-3254100,017-3250112,جازان,الجنوبة,مركز طب الحاة التخصصي - جازان
5331,8,PASMAT ALZIAIN CLINICS,SOUTHERN,JAZAN,ALRAWABI,CLINIC,√,√,√,√,√,√,√,√,−,−,017-3212222,017-3212222,جازان,الجنوبة,مجمع بصمة الزن الطبي
5435,8,PROF. MEDICAL CARE COMPLEX,SOUTHERN,JAZAN,ABHA,CLINIC,√,√,√,√,√,√,√,√,−,−,017-3181111,017-3181101,جازان,الجنوبة,مجمع العناة المحترفة الطبي
2725,9,RAWAAT AL MAHA OPTICALS - JAZAN,SOUTHERN,JAZAN,CENTER,CENTER,√,√,√,√,√,√,√,√,√,−,017-9180223,011-2374525,جازان,الجنوبة,روعة المھا للبصرات -جازان
2880,9,FARZA OPTICS - SABIA,SOUTHERN,JAZAN,SABYA,CENTER,√,√,√,√,√,√,√,√,√,−,017-3267724,017-2250919,جازان,الجنوبة,محل فرزة للنظارات -صبا
